"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"TCALIF_10081" 4428.09249823636 9.34103610819985 0.595118289489589 15.6960998732055 1.60830735214809e-55 1.95280678697821e-51
"TCALIF_11866" 3250.57602724124 6.71263190903747 0.459811030077477 14.5986752599354 2.86355624393744e-48 1.73846499569442e-44
"TCALIF_04918" 760.369371363138 3.78670866681157 0.330595365571024 11.4542097717279 2.23996760309333e-30 9.06589554558642e-27
"TCALIF_03439" 1503.01880186013 3.66269116864452 0.349440113648343 10.4815990654423 1.04953945231562e-25 3.18587700750405e-22
"TCALIF_00957" 1224.33066319317 4.48713746444718 0.433771530927018 10.3444720193086 4.43353314212949e-25 1.07663918823473e-21
"TCALIF_06728.2" 3056.78910535611 5.8061079683025 0.587677544008331 9.87975128112125 5.09592335130004e-23 1.03124502219142e-19
"TCALIF_13715" 8333.49082865185 6.30075590934304 0.645441980276317 9.76192454455109 1.64012757364871e-22 2.84491842846324e-19
"TCALIF_06728.1" 11502.7328656151 5.99196696057772 0.664643091735327 9.01531518959025 1.96305149420978e-19 2.97942140533689e-16
"TCALIF_13714" 925.879563623408 3.07432487806484 0.353673168678233 8.69255897911166 3.54365768672127e-18 4.78078795912997e-15
"TCALIF_06394" 20621.3675032807 4.39882705493293 0.526982091599877 8.34720406072705 6.98978926103066e-17 8.48700212074343e-14
"TCALIF_04517" 5420.37291054376 5.3889458685371 0.689200149326962 7.81913044244066 5.31894715944078e-15 5.8711505827209e-12
"TCALIF_08964" 983.861548759424 2.24543178288223 0.316491346584616 7.09476517166608 1.29571307965838e-12 1.31104568443434e-09
"TCALIF_13523" 3612.73204432975 4.28752720893963 0.637611501659125 6.72435675608592 1.76369826618421e-11 1.64729418061605e-08
"TCALIF_07926" 1287.75304669771 2.5472563628775 0.384570627391802 6.62363732808526 3.50466022617063e-11 3.03954174758313e-08
"TCALIF_00034.1" 32.2485541516888 -8.56959547034323 1.39031718096935 -6.16377010055244 7.10330521593998e-10 5.74988879546288e-07
"TCALIF_02436" 25.9963396842695 8.07131683785428 1.32125856973156 6.10880945089662 1.00377082494022e-09 7.61736584776507e-07
"TCALIF_07581" 439.973564256674 -1.63779094457142 0.274171270441446 -5.97360526482004 2.32066926695915e-09 1.65750389643635e-06
"TCALIF_00753" 6819.64540562874 2.00694075775299 0.338889363805569 5.92211196957018 3.1783309118864e-09 2.14396077400693e-06
"TCALIF_07547" 40.1947931799833 8.69810382944509 1.47161952472217 5.91056566138399 3.40934914012861e-09 2.17875353997061e-06
"TCALIF_06906" 234.880307600091 3.01963684059322 0.513449796151164 5.8810751571595 4.07610015942196e-09 2.47460040678507e-06
"TCALIF_08136" 1964.38089603126 2.04139432251234 0.355635744597259 5.74012695159237 9.46056031759790e-09 5.47000587506065e-06
"TCALIF_12659" 124.521749476079 3.18712211712296 0.571407083209376 5.57767344993714 2.43756688692223e-08 1.34531532459135e-05
"TCALIF_03094" 496.090992224996 -1.57948590183398 0.290141887504843 -5.44383961728936 5.21441729165458e-08 2.75275890240304e-05
"TCALIF_14662" 504.804426097257 3.42782469870463 0.630974626223571 5.4325872328978 5.55427857949409e-08 2.81000210467572e-05
"TCALIF_09227" 322.973952042075 1.90387467766475 0.353652233367119 5.38346572715794 7.30651647828335e-08 3.54862892317266e-05
"TCALIF_13434" 812.207466788567 1.50186494372725 0.279694143511381 5.36966889929226 7.88813303160475e-08 3.68375812575942e-05
"TCALIF_09395" 1063.49374016896 2.66524103296865 0.516446946139267 5.16072571034224 2.45994377287844e-07 0.00011062458255663
"TCALIF_16874" 339.143018508106 2.32287977703459 0.462537329593428 5.02203741928551 5.1126219340822e-07 0.000221705198298665
"TCALIF_07011" 895.322322527182 2.33542307044109 0.467340431057819 4.99726305544524 5.81497210211911e-07 0.000243466866427345
"TCALIF_05863" 298.092714110886 -1.25820509229294 0.252532501989397 -4.98234913280894 6.281696309373e-07 0.000254241188628023
"TCALIF_11487" 224.505299181252 3.52324882856449 0.716291819190698 4.91873386540311 8.71058035068344e-07 0.000341173763283866
"TCALIF_08693" 602.964097145112 1.34420015142217 0.27675031777925 4.85708620755542 1.19125738849073e-06 0.000452007725345452
"TCALIF_14624" 102.025985401439 3.53785487763864 0.734991064674829 4.81346651364237 1.48334466347769e-06 0.000545780936483215
"TCALIF_07406" 24.3099928853098 7.97477049535876 1.67821899545233 4.75192481849446 2.01489296186224e-06 0.000719553833615626
"TCALIF_06683" 385.530012384107 -1.51217779350242 0.318652576425114 -4.74553763370495 2.07953243831088e-06 0.000721419510456304
"TCALIF_02160" 950.903182343266 -1.86121319185918 0.393357056975112 -4.73161256129934 2.2274324640538e-06 0.000730959053474086
"TCALIF_12956" 140.87441830764 4.1059421088655 0.867062634085778 4.73546194640802 2.1855671198064e-06 0.000730959053474086
"TCALIF_13893" 385.415696265881 2.21051334504026 0.469770409188954 4.7055184869065 2.53221556072175e-06 0.000809109508902198
"TCALIF_04200" 908.550760949668 -1.79172376824559 0.381657409538723 -4.69458662000325 2.67146394991147e-06 0.000815917231473914
"TCALIF_01534" 31404.3750169967 1.97918778942437 0.421702129881004 4.69333126200443 2.68791708606132e-06 0.000815917231473914
"TCALIF_14754" 445.769777856509 1.75551325531293 0.376091050617211 4.6677878998501 3.04459957722277e-06 0.000901647026015581
"TCALIF_02504" 487.470094813922 1.81439444976346 0.406236561997178 4.46634946112031 7.95656031308131e-06 0.00230020369812936
"TCALIF_02395" 423.391583766205 1.20968324170018 0.274076502250579 4.413670021935 1.01632831320982e-05 0.002804604177044
"TCALIF_12367" 997.145944473631 1.63523975400862 0.370370189956916 4.41514948651467 1.00940212713964e-05 0.002804604177044
"TCALIF_09482" 253.97828766085 2.11206225845489 0.479707633373051 4.40281144497115 1.06857031253413e-05 0.00282056102930205
"TCALIF_09696" 757.63606466321 1.831635426825 0.415986213305109 4.40311570009069 1.06707220697065e-05 0.00282056102930205
"TCALIF_11984" 779.598565079495 -1.12372302367226 0.256900670396259 -4.37415372228869 1.21904457830817e-05 0.00314928495102507
"TCALIF_09520" 197.570057908381 1.59664005396353 0.366870850443648 4.35204937114177 1.34870879939847e-05 0.00341167130047838
"TCALIF_00170" 751.654420559463 2.60992498919077 0.60299551924183 4.32826597529669 1.50287909841458e-05 0.00358960279718366
"TCALIF_14723" 310.952855195206 1.54098632019877 0.355440386607392 4.33542832570934 1.45476571339518e-05 0.00358960279718366
"TCALIF_14448" 4902.20682518432 2.22119884164129 0.513268816878323 4.32755462361909 1.50773960349503e-05 0.00358960279718366
"TCALIF_16205" 217.793023386577 3.40092284228008 0.795900635910603 4.27304953512071 1.92817600281502e-05 0.00450229096657307
"TCALIF_04869" 458.589637732427 -1.5242046222193 0.357844074506906 -4.25940997994613 2.04967224185697e-05 0.00469568308691081
"TCALIF_04460" 72.0673267078978 -1.99542804199375 0.474551167265379 -4.20487437317348 2.61227212480071e-05 0.00587374224802412
"TCALIF_14591" 414.011764845104 -1.55366826482315 0.370824398569604 -4.18976817818939 2.79239586966547e-05 0.00616459466354149
"TCALIF_14954" 656.6115633794 1.04332518441066 0.250458767183755 4.16565647169059 3.10457899824693e-05 0.00673139253512753
"TCALIF_04182" 1577.11333652734 1.31689865672351 0.317918512991383 4.14225219013653 3.43911876675969e-05 0.00732592632736775
"TCALIF_10618" 234.69598865528 2.59252595670592 0.627924652818113 4.12872140800765 3.64786068704203e-05 0.00763660766587317
"TCALIF_12655" 3955.4926464695 1.64263430427814 0.398868182080028 4.11823850103082 3.81779465569656e-05 0.00784605186415476
"TCALIF_02892" 483.082750562554 -1.41079046738107 0.342867490077481 -4.11468135127732 3.87714636673765e-05 0.00784605186415476
"TCALIF_02202" 480.376464213471 1.05620364834566 0.25694545481685 4.1106142511784 3.94607966540581e-05 0.00785463922907498
"TCALIF_01142" 204.00342746309 -1.74738276479116 0.42796749773592 -4.08298007216752 4.44618369921009e-05 0.00857664733043625
"TCALIF_05238" 205.187587041571 -1.40783988569707 0.344824132804018 -4.08277655699121 4.4500805618307e-05 0.00857664733043625
"TCALIF_14651" 1564.28933753898 0.89110832887064 0.21931477617307 4.06314770222063 4.84153720721205e-05 0.00918530387030761
"TCALIF_07554" 170.591972286743 -1.55961471913117 0.384807533244215 -4.05297345917958 5.05707414981905e-05 0.00944661451186198
"TCALIF_08135" 1472.771576693 1.13877497954049 0.28211974217699 4.03649518021346 5.4255639798248e-05 0.00983241758851235
"TCALIF_10651" 839.643704272759 1.00614810309429 0.249079280159257 4.03946929046439 5.35722813757422e-05 0.00983241758851235
"TCALIF_16172" 49.954971173217 3.26223289779959 0.810507377165369 4.02492684176271 5.69930306874358e-05 0.0100859806974416
"TCALIF_05282" 236.758508902984 -1.6503501478458 0.410167932274356 -4.02359623458302 5.73161479264925e-05 0.0100859806974416
"TCALIF_08241.1" 641.496597121156 1.13440808311478 0.284768136707276 3.98362013472341 6.7873335301642e-05 0.01168931787346
"TCALIF_00461" 263.630616298672 2.57997660412625 0.647918329067403 3.98194724301101 6.83529541274634e-05 0.01168931787346
"TCALIF_08675" 5144.22380640517 1.36562602189241 0.343923538879987 3.97072566286004 7.16540502340498e-05 0.0120836594158588
"TCALIF_04316" 229.338499934586 2.86472635248301 0.72402891058208 3.95664635847196 7.60093261960406e-05 0.0124716924144909
"TCALIF_05616" 2398.90813994482 1.87453551202638 0.473611029027282 3.95796423042842 7.55912741440923e-05 0.0124716924144909
"TCALIF_00953" 176.528125400576 -1.49835094883891 0.379298142457488 -3.95032503753125 7.80451323775301e-05 0.0126349866310396
"TCALIF_06797" 155.703872330402 2.29739236973379 0.583920494566946 3.93442667470956 8.33955226941042e-05 0.0132080855490363
"TCALIF_04965" 1261.62826602333 1.31614383418018 0.334609125584987 3.93337698689241 8.37607138260413e-05 0.0132080855490363
"TCALIF_07945" 104.739001399209 -2.15822825723227 0.551192823012606 -3.91555943242553 9.01948219083826e-05 0.0140403272770716
"TCALIF_11129" 2794.94587246858 1.00313787337702 0.258169035947811 3.8855855416364 0.000102083538829421 0.0156898522590738
"TCALIF_10671" 802.47696027871 1.44649185621044 0.374578992355688 3.86164703768784 0.000112625197692815 0.017093689379827
"TCALIF_02976" 616.275452742417 -1.37088006257874 0.355992679205473 -3.85086588195677 0.000117700945829243 0.0176435170896132
"TCALIF_02439" 273.758626685652 1.81410893019837 0.472534981861075 3.83909974887683 0.000123486258091919 0.0182850017774643
"TCALIF_00902" 1008.30197253694 1.65058047509126 0.430640465132552 3.83285039083174 0.000126666994106488 0.0185300077402527
"TCALIF_02633" 169.664381515913 2.10451719033083 0.553114858265143 3.80484660443166 0.000141892096297949 0.0205101646815439
"TCALIF_17017" 258.930979839232 1.37678775565361 0.362712227770536 3.79581290687728 0.000147160451809844 0.0210214377161779
"TCALIF_10171" 81.4530758364614 -1.5286919945298 0.403767294955133 -3.78607186275368 0.000153047431145583 0.021256914665471
"TCALIF_03282" 66.5218078441953 2.4852489405246 0.656086709900226 3.787988543317 0.00015187185083654 0.021256914665471
"TCALIF_17112" 21.1257727809148 2.97213463712526 0.7853585055107 3.78443044325667 0.000154060985880534 0.021256914665471
"TCALIF_03376" 144.364403173307 2.20409398433989 0.583283487584146 3.77876972562492 0.000157605080601053 0.021501583018629
"TCALIF_12628" 286.894009235272 1.33580831627935 0.354391125149105 3.76930521529659 0.000163702605831223 0.0220853004444746
"TCALIF_14242" 82.5415629411374 -1.28441751242089 0.344628622773302 -3.72696122012415 0.0001938022634473 0.0258587591513968
"TCALIF_14802" 125.22035208571 1.5295871975389 0.41151527256664 3.71696337780805 0.000201631657197126 0.0263341174548963
"TCALIF_10827" 347.395964210048 -1.16574630908722 0.313636179670349 -3.7168744700069 0.000201702596220174 0.0263341174548963
"TCALIF_04652" 2951.50445391943 -0.791266903344091 0.213444733154954 -3.70712779672881 0.0002096231753464 0.0270770701601701
"TCALIF_03232" 135.915634913319 1.2183185207614 0.33253769281198 3.66370052807893 0.000248597423835683 0.0317733675811881
"TCALIF_16974" 202.312448995917 -1.83391703242234 0.502944846301702 -3.64635813629996 0.000265983210024627 0.0332945168672064
"TCALIF_04830" 79.4662829714541 -1.32072922629788 0.362103677173546 -3.64737866405288 0.000264929349834601 0.0332945168672064
"TCALIF_09414" 1624.59327423494 1.47478794208533 0.4049391135442 3.64199923582919 0.000270528876426625 0.0335179756895111
"TCALIF_06513" 206.349735213408 -1.11992197096098 0.308942202962872 -3.62502099169524 0.000288937981357287 0.0354372219155573
"TCALIF_06956" 196.339459078657 2.02058516828564 0.558868663953262 3.61549197264462 0.000299777764711756 0.0363990161913014
"TCALIF_01598" 499.927668664208 0.976104578770093 0.271514930300618 3.59503095350728 0.000324353010440894 0.0389930124036963
"TCALIF_14935" 168.876140078965 2.71419593661659 0.755671406009872 3.5917674203768 0.000328442911363008 0.0390975865663691
