"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"TCALIF_08509" 213.257195005638 -8.66410901360123 1.0134839209511 -8.54883716899076 1.24334778822614e-17 1.47548082028796e-13
"TCALIF_07850" 710.326580825244 2.4878021545759 0.391904676115949 6.34797772568517 2.18163660231998e-10 1.29447407798656e-06
"TCALIF_06754" 34.2281880261949 -8.48411141151277 1.51993130056713 -5.58190452972913 2.37898963002791e-08 9.41048997984709e-05
"TCALIF_04786" 220.748656558307 -2.22679730727073 0.421401524703254 -5.28426495096053 1.2621047922601e-07 0.000374434939243766
"TCALIF_12217" 229.851350006068 2.49708137121585 0.480465888857048 5.19720843691111 2.02303485942224e-07 0.000480147093535275
"TCALIF_16083" 52.084459860117 -3.25681401209759 0.643481742867476 -5.0612376313656 4.16543657882812e-07 0.000771337389620337
"TCALIF_09501" 262.586490206737 2.83342849294147 0.56169983092606 5.04438195801139 4.54989612146487e-07 0.000771337389620337
"TCALIF_10119" 82.1819302198582 3.574568806285 0.720066992245377 4.96421700311308 6.89787847582958e-07 0.00094404296799246
"TCALIF_17176" 217.079045847515 -3.39115865301434 0.684117659715589 -4.95698160229362 7.15967532816394e-07 0.00094404296799246
"TCALIF_01678" 269.475610299888 -3.34957545686022 0.701830340792125 -4.77262845758378 1.81837055453489e-06 0.00215786033706655
"TCALIF_10622" 27.4529123975479 -2.57006991967984 0.551013562218652 -4.66425891466532 3.09731210320049e-06 0.00306298356072335
"TCALIF_12557" 1203.63217273591 -4.89024745771215 1.04562587501904 -4.6768615568385 2.91298775384199e-06 0.00306298356072335
"TCALIF_06819" 131.553086696733 -2.3041466912283 0.498076546812555 -4.62608951570538 3.72634296921844e-06 0.00340157784736271
"TCALIF_10260" 1123.34077192401 1.23032834655827 0.269072904312959 4.57247209524773 4.82003431398872e-06 0.00408566765743601
"TCALIF_09446" 146.606330988916 -2.33668473380398 0.522180432266152 -4.47486077496865 7.64611189193736e-06 0.00604909398810804
"TCALIF_11267" 662.837462147612 -2.98959900030074 0.671846536061208 -4.44982423787978 8.59405929006567e-06 0.00637410634970058
"TCALIF_12088" 465.972107041748 -1.46154467502937 0.332580659804083 -4.39455702532534 1.10998863993125e-05 0.00774837364121422
"TCALIF_00091" 3753.30713088799 0.787202835402176 0.180262893853529 4.36697103088675 1.25981428979266e-05 0.00830567565387194
"TCALIF_09422" 244.852392625628 -2.03647213009999 0.473061006706744 -4.30488267100488 1.67074259349079e-05 0.00905851122570284
"TCALIF_06164" 748.108744705571 -2.81393446299679 0.65051975597554 -4.32567103020095 1.52068226307845e-05 0.00905851122570284
"TCALIF_12648" 1349.83792559782 0.917663693727938 0.212862623107633 4.3110607223135 1.62473277283073e-05 0.00905851122570284
"TCALIF_04773" 3467.82849796297 0.793606630867871 0.184399027989162 4.3037462806719 1.67933974016569e-05 0.00905851122570284
"TCALIF_06736" 70.1830688355112 -2.48189608562792 0.579344267654793 -4.28397452808971 1.83583939606955e-05 0.00947213309267713
"TCALIF_05300" 2035.73987165884 1.13061933030791 0.264540262876659 4.27390264912172 1.92080927524263e-05 0.0094976015288768
"TCALIF_02708" 845.276530329532 -2.37421711047544 0.557283045184369 -4.26034334077034 2.04113108265459e-05 0.00950858216220318
"TCALIF_11768" 239.975814252857 2.40057088404638 0.56407403339373 4.25577272118598 2.08328251636709e-05 0.00950858216220318
"TCALIF_14381" 21.2463441839448 -5.35605060994343 1.26846997392415 -4.22244965986378 2.4166138388835e-05 0.0106214653429743
"TCALIF_02526.1" 933.88535264727 2.11913898131666 0.503641873483081 4.2076306456831 2.58062211251915e-05 0.0106526336624676
"TCALIF_11804" 538.995162630971 -2.57030355208862 0.611153757429024 -4.20565777571468 2.60323903439422e-05 0.0106526336624676
"TCALIF_14699" 441.482241035767 -2.44825089250129 0.583971835707393 -4.19241261787155 2.7600340675803e-05 0.0109177747599918
"TCALIF_13475" 255.772896658848 -2.07905750630991 0.497236888515356 -4.18122137421769 2.89947397619254e-05 0.0110993734437022
"TCALIF_02086" 416.674893739438 -2.53452950978332 0.612539002214055 -4.137743883446 3.50737559895083e-05 0.0113374306146522
"TCALIF_14534" 32.4721637750297 4.07355076780405 0.996198689275057 4.08909468729417 4.33060061011408e-05 0.0113374306146522
"TCALIF_02501" 231.663839293727 -2.13410239104687 0.519170466244082 -4.11060052488338 3.94631426985504e-05 0.0113374306146522
"TCALIF_09039" 401.107976271377 -2.19267448868561 0.535466692067126 -4.09488493153694 4.22378113293868e-05 0.0113374306146522
"TCALIF_06734" 121.266009037073 -3.17283864958484 0.761423617506587 -4.16698218525826 3.08658608821947e-05 0.0113374306146522
"TCALIF_02699" 529.047401191854 -2.15538190577663 0.523594494048266 -4.11650987601474 3.8465285467346e-05 0.0113374306146522
"TCALIF_05119" 179.477877501961 -2.90520587595359 0.711940222655789 -4.08068793348428 4.49026071364839e-05 0.0113374306146522
"TCALIF_05299" 57.4615402015267 -2.67065614586999 0.654286569244762 -4.0817835355427 4.46914122235105e-05 0.0113374306146522
"TCALIF_04453" 782.198420019973 2.51232096273263 0.612664947953434 4.10064419569762 4.12001616227323e-05 0.0113374306146522
"TCALIF_01362" 556.243391533646 -2.27122244099698 0.556266733660701 -4.08297369510204 4.44630575668403e-05 0.0113374306146522
