"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"TCALIF_01234" 290.589191814971 12.0202844963046 1.26431174473064 9.50737391027368 1.95536309046214e-21 2.38124117156479e-17
"TCALIF_15615" 65.5275680710105 9.87470927669026 1.23896627397519 7.97011951342917 1.58520991056003e-15 9.65234314540001e-12
"TCALIF_17304" 103.650225757921 -9.78255481890341 1.25047699726989 -7.82305859304984 5.15550931997275e-15 2.0927930832876e-11
"TCALIF_06144" 1420.26326980194 1.54508262958665 0.209984190750476 7.35809026415074 1.86559885663552e-13 5.67981571902685e-10
"TCALIF_06301" 497.292363869233 1.82098183063223 0.272393064973666 6.68512552185671 2.30726794418915e-11 5.61958180486709e-08
"TCALIF_09334" 581.726558964384 -4.26151149938603 0.667254482921836 -6.38663599639725 1.69574630232284e-10 3.44179974494792e-07
"TCALIF_00034.1" 28.1669764922084 8.66385185569712 1.39599874314531 6.20620319197185 5.42799889507407e-10 9.44316722060171e-07
"TCALIF_05394" 68.8651869323858 2.68614147938321 0.461881894408878 5.8156457568465 6.04002562785143e-09 9.19442901199684e-06
"TCALIF_14503" 518.875010425627 2.04750781777803 0.353748004041575 5.78804062322679 7.12121917101627e-09 9.63580078495957e-06
"TCALIF_08241.1" 506.341676104458 -1.35276094438231 0.239431999832035 -5.64987531044845 1.60564260422453e-08 1.95535156342464e-05
"TCALIF_11343" 256.425985777792 1.49746672791472 0.27559840759646 5.43351008800951 5.52561582584463e-08 5.17622688670276e-05
"TCALIF_05004" 97.4240483401032 2.04519266157663 0.375156726162499 5.45156868836399 4.99274299178111e-08 5.17622688670276e-05
"TCALIF_01496" 44.6807006545915 3.02920432991915 0.556320639103369 5.44506911482083 5.17852742110605e-08 5.17622688670276e-05
"TCALIF_08241.2" 1200.4266926118 -1.41261998855171 0.267826958872507 -5.27437564350704 1.33208808312875e-07 0.000115824795334465
"TCALIF_08742" 179.808048046055 1.40465123648905 0.266953452432886 5.26178336967637 1.42664799640086e-07 0.000115824795334465
"TCALIF_12228" 220.881699343907 1.74662367142966 0.333809367228046 5.23239861701193 1.67324430186813e-07 0.000127354806925938
"TCALIF_08394" 659.971432047475 1.157239139761 0.224253816297694 5.16039886797188 2.46424252841252e-07 0.000176526738300045
"TCALIF_02196" 160.92447106809 1.37205210701072 0.275653812543478 4.97744650926718 6.4428578882937e-07 0.000435895129798004
"TCALIF_03021" 514.654823490445 1.21432054844558 0.246816385523097 4.91993489764456 8.65730031466126e-07 0.000554887385431288
"TCALIF_02652" 520.868159521275 -2.53476906587019 0.529355112624252 -4.78840952967129 1.68108318898685e-06 0.00102361155377409
"TCALIF_12719" 113.735419676229 -1.67013596181254 0.350385116542919 -4.76657221713914 1.87386583458154e-06 0.00108666372064448
"TCALIF_15684" 117.912929842951 1.92804818332581 0.405560204897898 4.75403691003462 1.99394610974384e-06 0.00110373980565729
"TCALIF_02944" 498.945396117871 1.37426407406283 0.28969961573258 4.74375525348093 2.0979229854656e-06 0.00111080461378261
"TCALIF_00170" 614.46248816852 -2.57689932613966 0.544555613471172 -4.73211415398637 2.22193389908853e-06 0.00112744629262917
"TCALIF_16711" 108.755854868183 3.82091280103349 0.813622301231882 4.69617511128733 2.6507831574477e-06 0.00129124949165592
"TCALIF_12427" 1246.47632504577 1.22937752865731 0.263518345809586 4.66524455775702 3.08250207252508e-06 0.00144379654766194
"TCALIF_11885" 4662.3624059945 1.31862188737838 0.283992277691069 4.64316106796678 3.43118652068946e-06 0.00151747036139019
"TCALIF_06797" 124.17974379421 -2.55047176993137 0.549900507942275 -4.63806040018989 3.51694019560611e-06 0.00151747036139019
"TCALIF_16710" 71.4216166445512 2.91662023470779 0.629606272607324 4.63245104377611 3.61361803911279e-06 0.00151747036139019
"TCALIF_08177" 17.8776960434545 5.15568708675774 1.12003375180907 4.60315332321935 4.16141634780697e-06 0.00168925760945311
"TCALIF_06993" 3690.93463302902 1.33109917250543 0.291024085900614 4.5738453859795 4.78853265564178e-06 0.00183468736286909
"TCALIF_04968" 427.955377225986 1.12927288174955 0.246974305450956 4.57243064086197 4.82098830775256e-06 0.00183468736286909
"TCALIF_06300" 127.594011560679 1.48391833303498 0.325119546434482 4.56422368113145 5.0134603646153e-06 0.0018501187975844
"TCALIF_05165" 110.107224091652 1.78404251280114 0.393616175432875 4.53244206958507 5.83056690322327e-06 0.00208837187492509
"TCALIF_01462" 75.7140496426758 2.16990932607754 0.481158704289402 4.50975802107159 6.4901613188717e-06 0.00225820527260627
"TCALIF_15537" 22.4523294560774 4.12983466642482 0.918263086988108 4.49744166453498 6.87760228164351e-06 0.00226366055637445
"TCALIF_15610" 53.0262985384384 3.10938809854063 0.690680209790088 4.50192151804326 6.73418499988053e-06 0.00226366055637445
"TCALIF_16172" 42.500074421355 -2.81076760559872 0.629810228130747 -4.46288021383992 8.08652639715241e-06 0.00259151890696111
"TCALIF_03646" 892.269147450777 1.9627198289116 0.442398678306841 4.43654089660341 9.14159738632073e-06 0.00285452238386189
"TCALIF_09345" 2352.58481908517 1.36822554543123 0.309024862321858 4.42755814257489 9.530588668161e-06 0.00290158772002162
"TCALIF_00410" 204.655893253419 -1.31486297679008 0.298620496938872 -4.40312366454615 1.06703301816179e-05 0.00309388764170816
"TCALIF_16874" 291.230969451421 -1.94877355174062 0.4420812178761 -4.4081799292518 1.04242929312941e-05 0.00309388764170816
"TCALIF_12393" 27.8947961276286 2.89119480778261 0.661463807088483 4.37090401137527 1.23733182257436e-05 0.00342459703075239
"TCALIF_02356" 74.5766005536314 1.95369573100658 0.446903669583259 4.37162606614624 1.23324608935344e-05 0.00342459703075239
"TCALIF_12937" 120.685411953612 1.60657113524422 0.37464740901362 4.28822166280033 1.80109308897105e-05 0.00487415814166432
"TCALIF_02588.3" 30.8215908468803 3.49897792709941 0.817108971838902 4.28214356675703 1.85101486564613e-05 0.00490036065953013
"TCALIF_07064" 67.6498357155703 -2.18063719948187 0.510764048572102 -4.26936313465697 1.96031893527095e-05 0.00507931148802759
"TCALIF_09613" 67.965175188923 2.02546572077233 0.477223099918468 4.24427426316618 2.19302002252976e-05 0.00556387454882655
"TCALIF_06347" 76.3510675452253 -1.44387265828053 0.341673545592488 -4.22588367436158 2.38004924627926e-05 0.00579684794423777
"TCALIF_11085" 85.1098615562656 1.37101018703935 0.324169549709539 4.22929972376431 2.34419861172547e-05 0.00579684794423777
"TCALIF_16796" 426.806369643007 1.37597594428573 0.326624161858021 4.21271940342197 2.52314429841486e-05 0.00602487279727376
"TCALIF_11382" 42.6267258903573 3.29988563821783 0.787587778178797 4.189863948687 2.79121759149374e-05 0.00653681689023285
"TCALIF_09147" 1913.74502988831 0.934566801126468 0.225611839783979 4.14236594152729 3.4374129706508e-05 0.00789826701067649
"TCALIF_13259" 81.1882941832147 -1.4893232814953 0.360904039290345 -4.12664619776437 3.68092030949956e-05 0.00806517146050401
"TCALIF_12655" 3328.42265527848 -1.49627750886945 0.362310368834048 -4.12982248806355 3.63043434311901e-05 0.00806517146050401
"TCALIF_12297" 439.309956431236 -0.988553994470792 0.239654452111389 -4.1249139574145 3.70873379691431e-05 0.00806517146050401
"TCALIF_12628" 247.530267074583 -1.10440323002885 0.268518717366627 -4.11294691431487 3.90640239339613e-05 0.00834599444680316
"TCALIF_09240" 126.983351047116 1.26061183378537 0.307937017322586 4.09373268841137 4.24483666339491e-05 0.00891269325634883
"TCALIF_04675" 81.7238229042111 2.86537345737365 0.706809299447493 4.05395551475269 5.0358796823669e-05 0.0100535971757154
"TCALIF_13902" 41.688200345443 2.22922997446385 0.549133680945803 4.05953969282002 4.91695493844505e-05 0.0100535971757154
"TCALIF_17062" 400.747292916861 1.18897137639822 0.293131403811121 4.05610371642178 4.98981089996477e-05 0.0100535971757154
"TCALIF_11579" 207.294420674763 1.06241931514986 0.26258177501276 4.04605123527034 5.20888370715447e-05 0.0102312557718915
"TCALIF_02499" 147.240311172845 1.23215203897538 0.305648814623246 4.03126719301752 5.54769313544682e-05 0.0103938164620725
"TCALIF_00239" 249.104874349169 1.05849386789405 0.262309391421821 4.03528772704858 5.45354253827714e-05 0.0103938164620725
"TCALIF_04349" 575.521871121586 1.19071752982331 0.295147744704296 4.03431010803172 5.47629556843193e-05 0.0103938164620725
"TCALIF_01710" 1809.90600259163 0.918036005021091 0.228599932158092 4.01590672558121 5.92176748802613e-05 0.0109265582529064
"TCALIF_01497" 38.6362125126285 2.37741215784152 0.597112349129341 3.98151564158414 6.84772138537303e-05 0.0121049636002042
"TCALIF_04440" 1198.77326698986 2.19785854264865 0.551442497985962 3.985653174494 6.72947481248524e-05 0.0121049636002042
"TCALIF_08462" 685.569195132958 -0.870238770282592 0.218590468311947 -3.98113777331173 6.85861790453352e-05 0.0121049636002042
"TCALIF_13698" 389.844926789176 1.74367089936024 0.441319295328396 3.95104161050274 7.78117927638003e-05 0.0135370287468223
"TCALIF_10216" 102.210726273665 -1.62163171652684 0.411047751417824 -3.94511759505644 7.97608260234887e-05 0.0136806667509021
